"Site","WS","gseason","WD","n"
"Pink Mountain","(-Inf,3]","Winter","330",128
"Saxton Lake","(9, Inf]","Summer","0",1478
"Saxton Lake","(9, Inf]","Summer","30",16
"Saxton Lake","(9, Inf]","Summer","60",911
"Saxton Lake","(9, Inf]","Summer","90",4756
"Saxton Lake","(9, Inf]","Summer","120",637
"Saxton Lake","(9, Inf]","Summer","150",173
"Saxton Lake","(9, Inf]","Summer","180",8
"Saxton Lake","(9, Inf]","Summer","210",15
"Saxton Lake","(9, Inf]","Summer","240",201
"Saxton Lake","(9, Inf]","Summer","270",4952
"Saxton Lake","(9, Inf]","Summer","300",902
"Saxton Lake","(9, Inf]","Summer","330",58
"Saxton Lake","(9, Inf]","Winter","0",34
"Saxton Lake","(9, Inf]","Winter","30",103
"Saxton Lake","(9, Inf]","Winter","60",614
"Saxton Lake","(9, Inf]","Winter","90",2177
"Saxton Lake","(9, Inf]","Winter","120",2281
"Saxton Lake","(9, Inf]","Winter","150",1512
"Saxton Lake","(9, Inf]","Winter","180",35
"Saxton Lake","(9, Inf]","Winter","210",35
"Saxton Lake","(9, Inf]","Winter","240",274
"Saxton Lake","(9, Inf]","Winter","270",3099
"Saxton Lake","(9, Inf]","Winter","300",2349
"Saxton Lake","(9, Inf]","Winter","330",661
"Saxton Lake","(6,9]","Summer","0",91
"Saxton Lake","(6,9]","Summer","30",98
"Saxton Lake","(6,9]","Summer","60",1338
"Saxton Lake","(6,9]","Summer","90",3068
"Saxton Lake","(6,9]","Summer","120",1241
"Saxton Lake","(6,9]","Summer","150",238
"Saxton Lake","(6,9]","Summer","180",73
"Saxton Lake","(6,9]","Summer","210",95
"Saxton Lake","(6,9]","Summer","240",679
"Saxton Lake","(6,9]","Summer","270",2850
"Saxton Lake","(6,9]","Summer","300",1303
"Saxton Lake","(6,9]","Summer","330",196
"Saxton Lake","(6,9]","Winter","0",135
"Saxton Lake","(6,9]","Winter","30",188
"Saxton Lake","(6,9]","Winter","60",671
"Saxton Lake","(6,9]","Winter","90",1946
"Saxton Lake","(6,9]","Winter","120",2091
"Saxton Lake","(6,9]","Winter","150",702
"Saxton Lake","(6,9]","Winter","180",108
"Saxton Lake","(6,9]","Winter","210",168
"Saxton Lake","(6,9]","Winter","240",483
"Saxton Lake","(6,9]","Winter","270",2418
"Saxton Lake","(6,9]","Winter","300",2080
"Saxton Lake","(6,9]","Winter","330",493
"Saxton Lake","(3,6]","Summer","0",288
"Saxton Lake","(3,6]","Summer","30",403
"Saxton Lake","(3,6]","Summer","60",1157
"Saxton Lake","(3,6]","Summer","90",2311
"Saxton Lake","(3,6]","Summer","120",2009
"Saxton Lake","(3,6]","Summer","150",547
"Saxton Lake","(3,6]","Summer","180",254
"Saxton Lake","(3,6]","Summer","210",322
"Saxton Lake","(3,6]","Summer","240",873
"Saxton Lake","(3,6]","Summer","270",3226
"Saxton Lake","(3,6]","Summer","300",2135
"Saxton Lake","(3,6]","Summer","330",428
"Saxton Lake","(3,6]","Winter","0",336
"Saxton Lake","(3,6]","Winter","30",366
"Saxton Lake","(3,6]","Winter","60",971
"Saxton Lake","(3,6]","Winter","90",2863
"Saxton Lake","(3,6]","Winter","120",3110
"Saxton Lake","(3,6]","Winter","150",950
"Saxton Lake","(3,6]","Winter","180",285
"Saxton Lake","(3,6]","Winter","210",404
"Saxton Lake","(3,6]","Winter","240",983
"Saxton Lake","(3,6]","Winter","270",3380
"Saxton Lake","(3,6]","Winter","300",2280
"Saxton Lake","(3,6]","Winter","330",526
"Saxton Lake","(-Inf,3]","Summer","0",1264
"Saxton Lake","(-Inf,3]","Summer","30",549
"Saxton Lake","(-Inf,3]","Summer","60",1398
"Saxton Lake","(-Inf,3]","Summer","90",3831
"Saxton Lake","(-Inf,3]","Summer","120",5746
"Saxton Lake","(-Inf,3]","Summer","150",949
"Saxton Lake","(-Inf,3]","Summer","180",518
"Saxton Lake","(-Inf,3]","Summer","210",693
"Saxton Lake","(-Inf,3]","Summer","240",1497
"Saxton Lake","(-Inf,3]","Summer","270",3719
"Saxton Lake","(-Inf,3]","Summer","300",2253
"Saxton Lake","(-Inf,3]","Summer","330",691
"Saxton Lake","(-Inf,3]","Winter","0",826
"Saxton Lake","(-Inf,3]","Winter","30",971
"Saxton Lake","(-Inf,3]","Winter","60",2657
"Saxton Lake","(-Inf,3]","Winter","90",9380
"Saxton Lake","(-Inf,3]","Winter","120",7465
"Saxton Lake","(-Inf,3]","Winter","150",1532
"Saxton Lake","(-Inf,3]","Winter","180",976
"Saxton Lake","(-Inf,3]","Winter","210",1175
"Saxton Lake","(-Inf,3]","Winter","240",2406
"Saxton Lake","(-Inf,3]","Winter","270",6840
"Saxton Lake","(-Inf,3]","Winter","300",3830
"Saxton Lake","(-Inf,3]","Winter","330",1102
"Seebach","(-Inf,3]","Summer","0",140
"Seebach","(-Inf,3]","Summer","30",168
"Seebach","(-Inf,3]","Summer","60",311
"Seebach","(-Inf,3]","Summer","90",1045
"Seebach","(-Inf,3]","Summer","120",1281
"Seebach","(-Inf,3]","Summer","150",884
"Seebach","(-Inf,3]","Summer","180",907
"Seebach","(-Inf,3]","Summer","210",858
"Seebach","(-Inf,3]","Summer","240",521
"Seebach","(-Inf,3]","Summer","270",583
"Seebach","(-Inf,3]","Summer","300",388
"Seebach","(-Inf,3]","Summer","330",102
"Seebach","(-Inf,3]","Winter","0",366
"Seebach","(-Inf,3]","Winter","30",460
"Seebach","(-Inf,3]","Winter","60",1111
"Seebach","(-Inf,3]","Winter","90",1494
"Seebach","(-Inf,3]","Winter","120",1445
"Seebach","(-Inf,3]","Winter","150",332
"Seebach","(-Inf,3]","Winter","180",389
"Seebach","(-Inf,3]","Winter","210",239
"Seebach","(-Inf,3]","Winter","240",304
"Seebach","(-Inf,3]","Winter","270",337
"Seebach","(-Inf,3]","Winter","300",152
"Seebach","(-Inf,3]","Winter","330",86
"Stone Creek","(9, Inf]","Summer","0",7
"Stone Creek","(9, Inf]","Summer","30",3
"Stone Creek","(9, Inf]","Summer","60",1
"Stone Creek","(9, Inf]","Summer","90",6
"Stone Creek","(9, Inf]","Summer","120",32
"Stone Creek","(9, Inf]","Summer","150",107
"Stone Creek","(9, Inf]","Summer","180",575
"Stone Creek","(9, Inf]","Summer","210",175
"Stone Creek","(9, Inf]","Summer","240",131
"Stone Creek","(9, Inf]","Summer","270",338
"Stone Creek","(9, Inf]","Summer","300",77
"Stone Creek","(9, Inf]","Summer","330",25
"Stone Creek","(9, Inf]","Winter","150",10
"Stone Creek","(9, Inf]","Winter","180",176
"Stone Creek","(9, Inf]","Winter","210",19
"Stone Creek","(9, Inf]","Winter","240",10
"Stone Creek","(9, Inf]","Winter","270",5
"Stone Creek","(9, Inf]","Winter","300",1
"Stone Creek","(6,9]","Summer","0",37
"Stone Creek","(6,9]","Summer","30",10
"Stone Creek","(6,9]","Summer","60",4
"Stone Creek","(6,9]","Summer","90",78
"Stone Creek","(6,9]","Summer","120",78
"Stone Creek","(6,9]","Summer","150",77
"Stone Creek","(6,9]","Summer","180",432
"Stone Creek","(6,9]","Summer","210",351
"Stone Creek","(6,9]","Summer","240",296
"Stone Creek","(6,9]","Summer","270",507
"Stone Creek","(6,9]","Summer","300",270
"Stone Creek","(6,9]","Summer","330",142
"Stone Creek","(6,9]","Winter","0",8
"Stone Creek","(6,9]","Winter","120",3
"Stone Creek","(6,9]","Winter","150",4
"Stone Creek","(6,9]","Winter","180",54
"Stone Creek","(6,9]","Winter","210",31
"Stone Creek","(6,9]","Winter","240",19
"Stone Creek","(6,9]","Winter","270",10
"Stone Creek","(6,9]","Winter","300",3
"Stone Creek","(6,9]","Winter","330",2
"Stone Creek","(3,6]","Summer","0",112
"Stone Creek","(3,6]","Summer","30",66
"Stone Creek","(3,6]","Summer","60",110
"Stone Creek","(3,6]","Summer","90",508
"Stone Creek","(3,6]","Summer","120",242
"Stone Creek","(3,6]","Summer","150",167
"Stone Creek","(3,6]","Summer","180",280
"Stone Creek","(3,6]","Summer","210",260
"Stone Creek","(3,6]","Summer","240",238
"Stone Creek","(3,6]","Summer","270",377
"Stone Creek","(3,6]","Summer","300",601
"Stone Creek","(3,6]","Summer","330",317
"Stone Creek","(3,6]","Winter","0",7
"Stone Creek","(3,6]","Winter","30",3
"Stone Creek","(3,6]","Winter","60",6
"Stone Creek","(3,6]","Winter","90",7
"Stone Creek","(3,6]","Winter","120",5
"Stone Creek","(3,6]","Winter","150",13
"Stone Creek","(3,6]","Winter","180",24
"Stone Creek","(3,6]","Winter","210",18
"Stone Creek","(3,6]","Winter","240",14
"Stone Creek","(3,6]","Winter","270",10
"Stone Creek","(3,6]","Winter","300",21
"Stone Creek","(3,6]","Winter","330",20
"Stone Creek","(-Inf,3]","Summer","0",95
"Stone Creek","(-Inf,3]","Summer","30",100
"Stone Creek","(-Inf,3]","Summer","60",150
"Stone Creek","(-Inf,3]","Summer","90",222
"Stone Creek","(-Inf,3]","Summer","120",109
"Stone Creek","(-Inf,3]","Summer","150",62
"Stone Creek","(-Inf,3]","Summer","180",111
"Stone Creek","(-Inf,3]","Summer","210",69
"Stone Creek","(-Inf,3]","Summer","240",91
"Stone Creek","(-Inf,3]","Summer","270",105
"Stone Creek","(-Inf,3]","Summer","300",131
"Stone Creek","(-Inf,3]","Summer","330",224
"Stone Creek","(-Inf,3]","Winter","0",9
"Stone Creek","(-Inf,3]","Winter","30",11
"Stone Creek","(-Inf,3]","Winter","60",11
"Stone Creek","(-Inf,3]","Winter","90",4
"Stone Creek","(-Inf,3]","Winter","120",3
"Stone Creek","(-Inf,3]","Winter","150",5
"Stone Creek","(-Inf,3]","Winter","210",4
"Stone Creek","(-Inf,3]","Winter","240",4
"Stone Creek","(-Inf,3]","Winter","270",6
"Stone Creek","(-Inf,3]","Winter","300",8
"Stone Creek","(-Inf,3]","Winter","330",9
"Sunbeam","(9, Inf]","Summer","0",1179
"Sunbeam","(9, Inf]","Summer","30",1160
"Sunbeam","(9, Inf]","Summer","60",268
"Sunbeam","(9, Inf]","Summer","90",1119
"Sunbeam","(9, Inf]","Summer","120",3941
"Sunbeam","(9, Inf]","Summer","150",2782
"Sunbeam","(9, Inf]","Summer","180",1203
"Sunbeam","(9, Inf]","Summer","210",979
"Sunbeam","(9, Inf]","Summer","240",1204
"Sunbeam","(9, Inf]","Summer","270",1172
"Sunbeam","(9, Inf]","Summer","300",1870
"Sunbeam","(9, Inf]","Summer","330",2980
"Sunbeam","(9, Inf]","Winter","0",1231
"Sunbeam","(9, Inf]","Winter","30",1634
"Sunbeam","(9, Inf]","Winter","60",403
"Sunbeam","(9, Inf]","Winter","90",2823
"Sunbeam","(9, Inf]","Winter","120",11512
"Sunbeam","(9, Inf]","Winter","150",5686
"Sunbeam","(9, Inf]","Winter","180",1050
"Sunbeam","(9, Inf]","Winter","210",1006
"Sunbeam","(9, Inf]","Winter","240",1568
"Sunbeam","(9, Inf]","Winter","270",774
"Sunbeam","(9, Inf]","Winter","300",1738
"Sunbeam","(9, Inf]","Winter","330",3212
"Sunbeam","(6,9]","Summer","0",323
"Sunbeam","(6,9]","Summer","30",225
"Sunbeam","(6,9]","Summer","60",120
"Sunbeam","(6,9]","Summer","90",498
"Sunbeam","(6,9]","Summer","120",991
"Sunbeam","(6,9]","Summer","150",715
"Sunbeam","(6,9]","Summer","180",523
"Sunbeam","(6,9]","Summer","210",465
"Sunbeam","(6,9]","Summer","240",648
"Sunbeam","(6,9]","Summer","270",745
"Sunbeam","(6,9]","Summer","300",619
"Sunbeam","(6,9]","Summer","330",460
"Sunbeam","(6,9]","Winter","0",277
"Sunbeam","(6,9]","Winter","30",170
"Sunbeam","(6,9]","Winter","60",153
"Sunbeam","(6,9]","Winter","90",445
"Sunbeam","(6,9]","Winter","120",976
"Sunbeam","(6,9]","Winter","150",671
"Sunbeam","(6,9]","Winter","180",287
"Sunbeam","(6,9]","Winter","210",356
"Sunbeam","(6,9]","Winter","240",353
"Sunbeam","(6,9]","Winter","270",351
"Sunbeam","(6,9]","Winter","300",413
"Sunbeam","(6,9]","Winter","330",511
"Sunbeam","(3,6]","Summer","0",356
"Sunbeam","(3,6]","Summer","30",252
"Sunbeam","(3,6]","Summer","60",181
"Sunbeam","(3,6]","Summer","90",339
"Sunbeam","(3,6]","Summer","120",485
"Sunbeam","(3,6]","Summer","150",374
"Sunbeam","(3,6]","Summer","180",321
"Sunbeam","(3,6]","Summer","210",328
"Sunbeam","(3,6]","Summer","240",410
"Sunbeam","(3,6]","Summer","270",705
"Sunbeam","(3,6]","Summer","300",467
"Sunbeam","(3,6]","Summer","330",336
"Sunbeam","(3,6]","Winter","0",348
"Sunbeam","(3,6]","Winter","30",206
"Sunbeam","(3,6]","Winter","60",142
"Sunbeam","(3,6]","Winter","90",292
"Sunbeam","(3,6]","Winter","120",471
"Sunbeam","(3,6]","Winter","150",381
"Sunbeam","(3,6]","Winter","180",243
"Sunbeam","(3,6]","Winter","210",267
"Sunbeam","(3,6]","Winter","240",311
"Sunbeam","(3,6]","Winter","270",371
"Sunbeam","(3,6]","Winter","300",335
"Sunbeam","(3,6]","Winter","330",364
"Sunbeam","(-Inf,3]","Summer","0",239
"Sunbeam","(-Inf,3]","Summer","30",220
"Sunbeam","(-Inf,3]","Summer","60",229
"Sunbeam","(-Inf,3]","Summer","90",247
"Sunbeam","(-Inf,3]","Summer","120",327
"Sunbeam","(-Inf,3]","Summer","150",186
"Sunbeam","(-Inf,3]","Summer","180",193
"Sunbeam","(-Inf,3]","Summer","210",173
"Sunbeam","(-Inf,3]","Summer","240",188
"Sunbeam","(-Inf,3]","Summer","270",259
"Sunbeam","(-Inf,3]","Summer","300",223
"Sunbeam","(-Inf,3]","Summer","330",232
"Sunbeam","(-Inf,3]","Winter","0",447
"Sunbeam","(-Inf,3]","Winter","30",431
"Sunbeam","(-Inf,3]","Winter","60",418
"Sunbeam","(-Inf,3]","Winter","90",901
"Sunbeam","(-Inf,3]","Winter","120",1072
"Sunbeam","(-Inf,3]","Winter","150",542
"Sunbeam","(-Inf,3]","Winter","180",401
"Sunbeam","(-Inf,3]","Winter","210",517
"Sunbeam","(-Inf,3]","Winter","240",670
"Sunbeam","(-Inf,3]","Winter","270",537
"Sunbeam","(-Inf,3]","Winter","300",510
"Sunbeam","(-Inf,3]","Winter","330",473
"Thompson","(9, Inf]","Summer","0",78
"Thompson","(9, Inf]","Summer","30",24
"Thompson","(9, Inf]","Summer","60",21
"Thompson","(9, Inf]","Summer","90",54
"Thompson","(9, Inf]","Summer","120",73
"Thompson","(9, Inf]","Summer","150",259
"Thompson","(9, Inf]","Summer","180",525
"Thompson","(9, Inf]","Summer","210",526
"Thompson","(9, Inf]","Summer","240",532
"Thompson","(9, Inf]","Summer","270",798
"Thompson","(9, Inf]","Summer","300",642
"Thompson","(9, Inf]","Summer","330",980
"Thompson","(9, Inf]","Winter","0",29
"Thompson","(9, Inf]","Winter","30",35
"Thompson","(9, Inf]","Winter","60",81
"Thompson","(9, Inf]","Winter","90",180
"Thompson","(9, Inf]","Winter","120",399
"Thompson","(9, Inf]","Winter","150",682
"Thompson","(9, Inf]","Winter","180",1030
"Thompson","(9, Inf]","Winter","210",731
"Thompson","(9, Inf]","Winter","240",501
"Thompson","(9, Inf]","Winter","270",586
"Thompson","(9, Inf]","Winter","300",325
"Thompson","(9, Inf]","Winter","330",266
"Thompson","(6,9]","Summer","0",294
"Thompson","(6,9]","Summer","30",150
"Thompson","(6,9]","Summer","60",146
"Thompson","(6,9]","Summer","90",173
"Thompson","(6,9]","Summer","120",326
"Thompson","(6,9]","Summer","150",783
"Thompson","(6,9]","Summer","180",1164
"Thompson","(6,9]","Summer","210",609
"Thompson","(6,9]","Summer","240",471
"Thompson","(6,9]","Summer","270",882
"Thompson","(6,9]","Summer","300",817
"Thompson","(6,9]","Summer","330",756
"Thompson","(6,9]","Winter","0",107
"Thompson","(6,9]","Winter","30",162
"Thompson","(6,9]","Winter","60",229
"Thompson","(6,9]","Winter","90",573
"Thompson","(6,9]","Winter","120",1390
"Thompson","(6,9]","Winter","150",1829
"Thompson","(6,9]","Winter","180",1362
"Thompson","(6,9]","Winter","210",421
"Thompson","(6,9]","Winter","240",269
"Thompson","(6,9]","Winter","270",383
"Thompson","(6,9]","Winter","300",331
"Thompson","(6,9]","Winter","330",285
"Thompson","(3,6]","Summer","0",480
"Thompson","(3,6]","Summer","30",268
"Thompson","(3,6]","Summer","60",290
"Thompson","(3,6]","Summer","90",385
"Thompson","(3,6]","Summer","120",934
"Thompson","(3,6]","Summer","150",1280
"Thompson","(3,6]","Summer","180",1034
"Thompson","(3,6]","Summer","210",636
"Thompson","(3,6]","Summer","240",694
"Thompson","(3,6]","Summer","270",1007
"Thompson","(3,6]","Summer","300",1174
"Thompson","(3,6]","Summer","330",765
"Thompson","(3,6]","Winter","0",519
"Thompson","(3,6]","Winter","30",550
"Thompson","(3,6]","Winter","60",752
"Thompson","(3,6]","Winter","90",1667
"Thompson","(3,6]","Winter","120",2666
"Thompson","(3,6]","Winter","150",2053
"Thompson","(3,6]","Winter","180",1225
"Thompson","(3,6]","Winter","210",516
"Thompson","(3,6]","Winter","240",395
"Thompson","(3,6]","Winter","270",465
"Thompson","(3,6]","Winter","300",589
"Thompson","(3,6]","Winter","330",445
"Thompson","(-Inf,3]","Summer","0",1154
"Thompson","(-Inf,3]","Summer","30",658
"Thompson","(-Inf,3]","Summer","60",781
"Thompson","(-Inf,3]","Summer","90",1260
"Thompson","(-Inf,3]","Summer","120",2030
"Thompson","(-Inf,3]","Summer","150",4411
"Thompson","(-Inf,3]","Summer","180",4337
"Thompson","(-Inf,3]","Summer","210",2896
"Thompson","(-Inf,3]","Summer","240",2953
"Thompson","(-Inf,3]","Summer","270",3462
"Thompson","(-Inf,3]","Summer","300",5355
"Thompson","(-Inf,3]","Summer","330",3878
"Thompson","(-Inf,3]","Winter","0",3042
"Thompson","(-Inf,3]","Winter","30",2515
"Thompson","(-Inf,3]","Winter","60",3455
"Thompson","(-Inf,3]","Winter","90",6131
"Thompson","(-Inf,3]","Winter","120",7483
"Thompson","(-Inf,3]","Winter","150",9236
"Thompson","(-Inf,3]","Winter","180",7021
"Thompson","(-Inf,3]","Winter","210",2747
"Thompson","(-Inf,3]","Winter","240",2167
"Thompson","(-Inf,3]","Winter","270",2598
"Thompson","(-Inf,3]","Winter","300",3135
"Thompson","(-Inf,3]","Winter","330",3721
"Willow-Bowron","(6,9]","Summer","30",1
"Willow-Bowron","(6,9]","Summer","60",3
"Willow-Bowron","(6,9]","Winter","0",10
"Willow-Bowron","(6,9]","Winter","270",14
"Willow-Bowron","(6,9]","Winter","300",52
"Willow-Bowron","(6,9]","Winter","330",37
"Willow-Bowron","(3,6]","Summer","0",103
"Willow-Bowron","(3,6]","Summer","30",86
"Willow-Bowron","(3,6]","Summer","60",87
"Willow-Bowron","(3,6]","Summer","90",38
"Willow-Bowron","(3,6]","Summer","120",2
"Willow-Bowron","(3,6]","Summer","210",1
"Willow-Bowron","(3,6]","Summer","240",9
"Willow-Bowron","(3,6]","Summer","270",67
"Willow-Bowron","(3,6]","Summer","300",126
"Willow-Bowron","(3,6]","Summer","330",118
"Willow-Bowron","(3,6]","Winter","0",602
"Willow-Bowron","(3,6]","Winter","30",360
"Willow-Bowron","(3,6]","Winter","60",136
"Willow-Bowron","(3,6]","Winter","90",18
"Willow-Bowron","(3,6]","Winter","120",2
"Willow-Bowron","(3,6]","Winter","180",3
"Willow-Bowron","(3,6]","Winter","210",4
"Willow-Bowron","(3,6]","Winter","240",26
"Willow-Bowron","(3,6]","Winter","270",315
"Willow-Bowron","(3,6]","Winter","300",948
"Willow-Bowron","(3,6]","Winter","330",1082
"Willow-Bowron","(-Inf,3]","Summer","0",5180
"Willow-Bowron","(-Inf,3]","Summer","30",4969
"Willow-Bowron","(-Inf,3]","Summer","60",5336
"Willow-Bowron","(-Inf,3]","Summer","90",5647
"Willow-Bowron","(-Inf,3]","Summer","120",2230
"Willow-Bowron","(-Inf,3]","Summer","150",1107
"Willow-Bowron","(-Inf,3]","Summer","180",1049
"Willow-Bowron","(-Inf,3]","Summer","210",1307
"Willow-Bowron","(-Inf,3]","Summer","240",2632
"Willow-Bowron","(-Inf,3]","Summer","270",5576
"Willow-Bowron","(-Inf,3]","Summer","300",8532
"Willow-Bowron","(-Inf,3]","Summer","330",6251
"Willow-Bowron","(-Inf,3]","Winter","0",8048
"Willow-Bowron","(-Inf,3]","Winter","30",7276
"Willow-Bowron","(-Inf,3]","Winter","60",5927
"Willow-Bowron","(-Inf,3]","Winter","90",4538
"Willow-Bowron","(-Inf,3]","Winter","120",1943
"Willow-Bowron","(-Inf,3]","Winter","150",1235
"Willow-Bowron","(-Inf,3]","Winter","180",1395
"Willow-Bowron","(-Inf,3]","Winter","210",1505
"Willow-Bowron","(-Inf,3]","Winter","240",1950
"Willow-Bowron","(-Inf,3]","Winter","270",5362
"Willow-Bowron","(-Inf,3]","Winter","300",10915
"Willow-Bowron","(-Inf,3]","Winter","330",8973
