"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"George Lake","Nov","mean",-3.32,Inf,-Inf,1.08,909.8,90.26,-4.77,0.35,4.04,3.26,23.08,0.12,NA,NA,1.34,51.36,NA
"George Lake","Nov","max",7.04,Inf,13.88,22.8,937.85,100,5.81,3.39,89.72,13.17,83.42,0.27,-Inf,-Inf,2.92,100,-Inf
"George Lake","Nov","min",-25.47,-29.72,-Inf,0,884.88,62.39,-27.59,0,270.08,0,0.92,0.03,Inf,Inf,-0.17,0.05,Inf
"George Lake","Nov","obs_na",30,0,0,30,0,30,30,0,38,0,30,300,540,540,480,30,540
"George Lake","Dec","mean",-8.53,Inf,-Inf,0.45,910.38,90.48,-9.83,0.3,3.78,2.44,13.86,0.11,NA,NA,0.35,37.64,NA
"George Lake","Dec","max",3,Inf,6.36,23,940.04,100,2.17,4.31,89.89,14.66,51.96,0.25,-Inf,-Inf,2.85,100,-Inf
"George Lake","Dec","min",-32.52,-38.02,-Inf,0,883.95,59.76,-34.84,0,270.09,0,0.97,0,Inf,Inf,-0.5,0,Inf
"George Lake","Dec","obs_na",31,0,0,31,0,31,31,0,47,0,31,330,558,558,496,31,558
"Gnat Pass","Jan","mean",-6.92,-8.86,-5,0.09,823.65,86.87,-8.97,2.4,9.13,7.79,19.63,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jan","max",5.02,2.07,8.39,9.4,841.33,97.91,0.2,10.1,88.56,36.55,54,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jan","min",-22.07,-30.41,-19.75,0,799.98,29.4,-27.14,0,271.14,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Feb","mean",-9.11,-11.17,-7.01,0.01,823.42,81.63,-12.04,3,11.88,9.37,59.71,NA,NA,NA,NA,NA,NA
"Gnat Pass","Feb","max",-0.67,-1.7,1.51,0.4,842.32,96.36,-1.53,8.61,85.52,23.38,122.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Feb","min",-23.71,-27.09,-22.22,0,791.07,23.74,-31.05,0,270.28,0,18.32,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Feb","obs_na",0,0,0,0,1,0,0,0,0,0,0,113,113,113,113,113,113
"Gnat Pass","Mar","mean",-7.74,-10.13,-5.1,0.07,822.87,78.01,-11.16,3.43,13.38,10.18,129.24,NA,NA,NA,NA,NA,NA
"Gnat Pass","Mar","max",8.07,4.12,11.59,2,838.66,96.16,-0.73,10.9,89.37,25.05,228.68,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Mar","min",-22.26,-24.99,-20.64,0,805.74,36.7,-29.85,0,273.19,0,46.81,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Mar","obs_na",0,0,0,0,7,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Apr","mean",-3.6,-6.17,-0.78,0.5,824.37,79.8,-6.81,4.41,13.16,12.62,185.64,NA,NA,NA,NA,NA,NA
"Gnat Pass","Apr","max",5.5,3.25,8.57,11.8,844.36,95.94,0.66,12.22,85.46,33.21,308.44,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Apr","min",-12.09,-14.95,-10.51,0,809.7,46.94,-16,0,273.47,0,100.09,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Apr","obs_na",0,0,0,0,9,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","May","mean",4.12,1.15,7.5,0.91,832.04,67.53,-2.1,3.63,11.86,11.57,256.49,NA,NA,NA,NA,NA,NA
"Gnat Pass","May","max",12.17,9.36,17.18,14.8,842.46,95.48,4.87,8.81,89.84,19.85,389.47,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","May","min",-6.22,-9.51,-2.22,0,818.57,26.1,-12.1,0.68,270.37,6.12,97.8,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Jun","mean",6.89,3.69,10.7,1.7,831.8,74.33,2.26,3.62,14.99,11.72,239.14,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jun","max",15.25,11.08,20.08,16,841.19,96.76,9.04,7.67,89.73,19.67,396.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jun","min",0.06,-2.57,2.45,0,821.79,41.85,-3.19,1.27,270.08,5.38,77.02,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","Jul","mean",8.8,5.92,12.1,2.94,833.37,78.43,4.87,3.3,11.52,11.15,205.13,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jul","max",17.41,13.59,21.51,17.6,842.13,97.75,9.16,8.81,88.97,22.26,365.99,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jul","min",1.89,-0.34,4.32,0,823.91,43.67,-0.38,0.72,270.14,6.68,47.55,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,137,137
"Gnat Pass","Aug","mean",8.13,5.52,11.37,2.25,832.41,80.54,4.63,3.39,14.82,11.03,172.57,NA,NA,NA,NA,NA,NA
"Gnat Pass","Aug","max",17.99,14.19,22.01,21.4,846.79,98.3,9.43,9.29,84.59,25.05,338.12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Aug","min",-0.13,-1.79,2.98,0,806.26,39.05,-1.34,0.74,270.03,5.57,32.65,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155
"Gnat Pass","Sep","mean",3.75,1.36,6.7,1.51,827.88,83.87,1,4.18,9.1,12.24,113.86,NA,NA,NA,NA,NA,NA
"Gnat Pass","Sep","max",14.36,10.25,18.68,19.6,840.49,98.61,7.57,11.31,88.39,33.77,251.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Sep","min",-2.67,-4.35,-1.02,0,802.8,37.04,-5.28,0,271.66,0,32.18,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,143,143,143,143,143,143
"Gnat Pass","Oct","mean",-2.1,-3.98,-0.12,0.57,825.08,85.66,-4.32,3.85,358.21,11.38,63.68,NA,NA,NA,NA,NA,NA
"Gnat Pass","Oct","max",10,5.82,13.26,8.4,844.18,97.96,5.37,10.01,77.5,28.76,148.58,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Oct","min",-20.82,-22.52,-18.97,0,801.53,51.27,-22.75,0,270.08,0,17.23,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Oct","obs_na",0,0,0,0,1,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Nov","mean",-8.14,-10.38,-6.04,0.01,822.2,82.79,-11.11,2.81,8.86,8.94,28.24,NA,NA,NA,NA,NA,NA
"Gnat Pass","Nov","max",2.44,-0.79,6.94,0.2,841.58,96.56,-2.33,9.73,88.08,31.91,71.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Nov","min",-25.64,-27.46,-23.36,0,799.95,12.34,-27.95,0,270.3,0,6.75,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Nov","obs_na",0,0,0,0,4,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","Dec","mean",-9.92,-12.1,-7.86,0,819.24,86.25,-11.91,2.26,6.32,7.74,14.49,NA,NA,NA,NA,NA,NA
"Gnat Pass","Dec","max",-1.51,-2.65,-0.31,0.2,847.56,96.61,-2.43,8.66,89.5,25.6,45.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Dec","min",-22,-24.77,-19.89,0,800.15,33.04,-23.78,0,270.2,0,3.83,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Jan","mean",-11.46,-15.07,-7.75,0.03,838.36,71.26,-16.21,3.1,357.12,11.04,18.59,NA,NA,NA,NA,NA,NA
"Gunnel","Jan","max",4.44,3.09,5.49,1.4,855.86,99.65,-1.96,6.41,89.09,23.58,49.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jan","min",-36.08,-36.78,-35.27,0,817.38,28.7,-38.75,0.01,278.33,0.39,3.74,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Feb","mean",-13.55,-17.23,-9.66,0.03,841.56,73.01,-17.86,3.55,1.57,11.94,47.78,NA,NA,NA,NA,NA,NA
"Gunnel","Feb","max",2.91,0.3,5.08,0.4,862.26,94.62,-5.18,7.18,88.98,28.07,97.43,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Feb","min",-35.91,-37.82,-33.3,0,815.62,37.35,-38.67,0.52,274.24,2.34,9.88,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,113,113,113,113,113,113
"Gunnel","Mar","mean",-8.09,-11.6,-4.56,0.04,842.06,66.55,-14.1,3.11,3.2,11.19,116.99,NA,NA,NA,NA,NA,NA
"Gunnel","Mar","max",10.58,8.27,13.67,1.4,860.45,95.05,-4.87,7.54,88.08,25.53,193.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Mar","min",-26.93,-31.48,-24.76,0,824.1,20.82,-29.05,1.31,272.48,5.26,37.8,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Apr","mean",-4.41,-7.48,-1.24,0.23,844,68.96,-10.09,2.77,5.73,9.87,177.2,NA,NA,NA,NA,NA,NA
"Gunnel","Apr","max",9.3,8.1,12.24,4.8,864.35,99.77,-1.48,5.9,86.11,19.49,272.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Apr","min",-19.49,-22.73,-18.16,0,821.34,28.86,-21.11,0.02,270.79,0.39,34.78,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","May","mean",3.25,0.33,6.1,1.23,846.59,72.85,-1.97,2.97,5.22,10.54,206.17,NA,NA,NA,NA,NA,NA
"Gunnel","May","max",18.34,14.65,22.78,18,865.2,100,4.34,7.65,89.37,49.31,335.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","May","min",-11.66,-14.08,-9.99,0,835.55,24.43,-12.41,0.38,272.48,2.92,45.3,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Jun","mean",8.98,6.06,12.03,4.35,846.86,72.8,3.62,2.79,1.26,10.36,214.76,NA,NA,NA,NA,NA,NA
"Gunnel","Jun","max",23.91,18.68,29.66,51.2,857.87,100,14.87,6.07,84.58,17.54,382.34,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jun","min",-0.74,-3.21,0.3,0,835.45,35.67,-4.89,1.19,270.85,5.07,42.49,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","Jul","mean",11.08,8.29,14.08,4.45,848.36,73.5,6.02,2.65,8.26,9.78,212.47,NA,NA,NA,NA,NA,NA
"Gunnel","Jul","max",21.41,17.7,24.07,57.41,858.45,100,11.18,9.57,89.27,22.8,363.8,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jul","min",0.13,-1.53,1.15,0,837.11,38.85,-1.51,1.01,273.01,4.87,31.82,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Aug","mean",9.84,7.02,12.81,3.66,846.78,74.45,4.91,2.79,356.59,10.69,168.54,NA,NA,NA,NA,NA,NA
"Gunnel","Aug","max",22.86,20.53,24.58,75,858.22,100,12.42,6.45,88.62,20.27,302.23,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Aug","min",-3.89,-5.61,-2.31,0,835.15,28.85,-3.97,0.78,270.67,4.87,24.89,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,140,140,140,140,140,140
"Gunnel","Sep","mean",5.16,2.47,8.14,1.24,845.97,71.02,-0.25,2.64,4.18,10.19,127.43,NA,NA,NA,NA,NA,NA
"Gunnel","Sep","max",14.54,13.11,18.53,50.41,860.12,100,9.27,6.64,89.08,23,215.77,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Sep","min",-6.36,-9.61,-3.36,0,828.75,38.57,-9.73,0,273.78,0.39,16.08,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,147,147,147,147,147,147
"Gunnel","Oct","mean",-1.08,-3.52,1.62,0.29,842.64,68.25,-6.99,2.7,1.06,10.82,64.26,NA,NA,NA,NA,NA,NA
"Gunnel","Oct","max",12.22,8.52,15.87,7.6,859.68,99.91,4.52,6.3,87.97,21.83,127.17,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Oct","min",-14.71,-17.08,-13.7,0,823.95,21.03,-18.22,0,271.96,0,16.76,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Nov","mean",-6.85,-10.46,-3.28,0.03,838.94,73.58,-11.66,2.76,1.97,9.89,23.16,NA,NA,NA,NA,NA,NA
"Gunnel","Nov","max",9.98,8,13.33,1.4,857.67,97.64,-1.97,7.02,89.5,22.8,65.4,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Nov","min",-24.13,-26.08,-20.74,0,821.93,13.73,-26.04,0,271.61,0.19,3.78,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","Dec","mean",-9.64,-12.95,-6.42,0,835.99,68.06,-15.04,3.07,1.02,11.33,13.47,NA,NA,NA,NA,NA,NA
"Gunnel","Dec","max",6.89,5.13,8.92,0.2,852.83,95.17,-2.9,5.89,83.71,21.83,25.97,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Dec","min",-33.02,-34.76,-31.26,0,812.34,33.38,-35.62,0,271.72,0.19,2.9,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Hourglass","Jan","mean",-7.21,-11.01,-3.42,0.24,881.47,76.48,-10.85,2.22,22.17,-Inf,30.1,0.09,NA,NA,-0.79,NA,31.35
"Hourglass","Jan","max",7.62,5.28,12.68,7.2,903.4,93.4,0.95,10.41,89.72,26.27,74.67,0.17,-Inf,-Inf,-0.46,-Inf,61.71
"Hourglass","Jan","min",-35.21,-37.63,-33.85,0,855.23,29.15,-38.39,0,270.59,-Inf,6.28,0.02,Inf,Inf,-1.02,Inf,2.08
"Hourglass","Jan","obs_na",0,0,0,0,0,0,0,31,62,0,0,248,408,408,403,408,130
"Hourglass","Feb","mean",-8.97,-13.3,-4.88,0.16,881.54,73.89,-13.04,2.06,23.18,-Inf,65.61,0.08,NA,NA,NA,NA,38.31
"Hourglass","Feb","max",6.93,2.72,10.3,8.8,904.16,90.77,1.42,10.15,89.38,21.52,139.05,0.17,-Inf,-Inf,-Inf,-Inf,69.94
"Hourglass","Feb","min",-33.76,-36.69,-30.41,0,858.05,25.75,-36.92,0,270.54,-Inf,11.13,0.01,Inf,Inf,Inf,Inf,6.15
"Hourglass","Feb","obs_na",0,0,0,0,0,0,0,29,56,0,0,225,367,367,367,367,115
"Hourglass","Mar","mean",-4.56,-9.35,0.13,0.31,881.44,69.45,-9.77,1.91,21.1,-Inf,126.95,0.09,NA,NA,NA,NA,36.74
"Hourglass","Mar","max",10.88,5.85,18.53,6.4,902.99,91.87,1.7,8.17,89.79,22.46,235.46,0.21,-Inf,-Inf,-Inf,-Inf,73.22
"Hourglass","Mar","min",-28.15,-34.43,-24.21,0,861.4,23.01,-33.49,0,271.36,-Inf,16.86,0,Inf,Inf,Inf,Inf,0
"Hourglass","Mar","obs_na",0,0,0,0,0,0,0,31,62,0,0,240,403,403,403,403,124
"Hourglass","Apr","mean",1.22,-3.57,5.82,0.55,882.59,64.3,-5.46,2.12,21.45,-Inf,188.36,0.19,NA,NA,NA,NA,16.46
"Hourglass","Apr","max",15.38,7.72,22.85,10,902.05,94.64,3.54,8.8,88.95,21.32,318.48,0.55,-Inf,-Inf,-Inf,-Inf,59.9
"Hourglass","Apr","min",-15.91,-21.62,-12.05,0,858.51,31.15,-19.92,0.21,270.26,-Inf,29.16,0,Inf,Inf,Inf,Inf,0
"Hourglass","Apr","obs_na",0,0,0,0,0,0,0,30,60,0,0,213,390,390,390,390,120
"Hourglass","May","mean",8.64,3.02,13.82,1.57,884.49,60.12,0.34,1.9,16.21,-Inf,229.25,0.23,NA,NA,NA,NA,0.39
"Hourglass","May","max",19.92,15.01,29.39,42.6,900.32,95.93,8.5,7.3,89.04,19.85,364.58,0.45,-Inf,-Inf,-Inf,-Inf,14.74
"Hourglass","May","min",-4.75,-7.28,-2.19,0,868.86,25.81,-13.07,0,270.97,-Inf,16.81,0.11,Inf,Inf,Inf,Inf,0
"Hourglass","May","obs_na",0,0,0,0,0,0,0,31,60,0,0,223,406,406,406,406,130
"Hourglass","Jun","mean",12.1,6.84,17.09,2.58,884.01,63.99,4.74,2.06,27.87,-Inf,239.74,0.2,NA,NA,NA,NA,0.04
"Hourglass","Jun","max",29.7,21.84,36.74,106.6,895.65,96.23,15.09,6.87,89.14,15.96,399.84,0.42,-Inf,-Inf,-Inf,-Inf,8.13
"Hourglass","Jun","min",0.76,-2.04,3.38,0,867.1,33.58,-4.78,0.22,270.78,-Inf,0.6,0.08,Inf,Inf,Inf,Inf,0
"Hourglass","Jun","obs_na",0,0,0,3,0,0,0,33,63,0,3,267,420,420,420,420,150
"Hourglass","Jul","mean",14.67,9.34,19.88,1.95,886.56,66.42,7.76,1.85,25.63,-Inf,236.88,0.21,NA,NA,15.74,NA,0
"Hourglass","Jul","max",25.06,18.53,32.92,57,898.27,95.41,14.93,4.75,89.67,15.4,389.57,0.46,-Inf,-Inf,18.97,-Inf,0
"Hourglass","Jul","min",4.58,0.3,7.17,0,873.15,29.57,0.58,0.03,270.55,-Inf,34.42,0.09,Inf,Inf,13.24,Inf,0
"Hourglass","Jul","obs_na",0,0,0,27,9,0,0,32,80,0,18,244,434,434,421,434,155
"Hourglass","Aug","mean",14,8.73,19.22,1.49,886.16,67.43,7.44,1.74,28.89,8.09,198.74,0.21,NA,NA,15.09,NA,0
"Hourglass","Aug","max",23.25,17.03,29.99,48,900.26,99.23,15.5,5.7,89.43,19.67,319.83,0.37,-Inf,-Inf,17.5,-Inf,0
"Hourglass","Aug","min",4.24,-0.12,5.82,0,869.58,32.58,1.11,0.13,271.42,3.27,34.47,0.09,Inf,Inf,11.81,Inf,0
"Hourglass","Aug","obs_na",0,0,0,31,31,0,0,0,52,0,0,217,434,434,403,434,155
"Hourglass","Sep","mean",9.3,4.58,14.21,1.21,884.25,69.58,3.43,1.78,32.18,-Inf,139.04,0.17,NA,NA,12.26,NA,0.06
"Hourglass","Sep","max",21.87,16.23,28.32,34.6,901.55,98,10.72,6.58,89.02,17.51,253.8,0.35,-Inf,-Inf,16.72,-Inf,8.84
"Hourglass","Sep","min",-4.91,-9.75,-3.45,0,862,29.21,-7.31,0.04,270.43,-Inf,14.05,0.07,Inf,Inf,6.64,Inf,0
"Hourglass","Sep","obs_na",0,0,0,8,8,0,0,21,60,0,0,210,420,420,390,420,150
"Hourglass","Oct","mean",2.25,-1.56,6.15,1.05,882.67,75.01,-2.12,1.74,24.95,-Inf,76.68,0.18,NA,NA,4.09,NA,2.58
"Hourglass","Oct","max",15.38,10.17,22.06,25.2,900.27,95.53,8.49,6.2,87.52,20.59,168.16,0.3,-Inf,-Inf,8.71,-Inf,33.13
"Hourglass","Oct","min",-16.08,-20.4,-15.3,0,861.74,28.47,-18.1,0,270.95,-Inf,9.51,0.09,Inf,Inf,1.53,Inf,0
"Hourglass","Oct","obs_na",0,0,0,0,0,0,0,31,62,0,0,217,434,434,403,434,150
"Hourglass","Nov","mean",-4.65,-8.28,-1.24,0.39,880.68,78.12,-8.13,1.85,25.77,-Inf,37.22,0.17,NA,NA,-0.66,NA,12.88
"Hourglass","Nov","max",10.41,8.74,13.71,13,910.11,94.55,5.48,8.86,87.52,24.74,87.17,0.33,-Inf,-Inf,1.77,-Inf,40.67
"Hourglass","Nov","min",-28.23,-34.93,-25.61,0,859.62,19.06,-30.82,0,270.19,-Inf,5.4,0.04,Inf,Inf,-3.65,Inf,0
"Hourglass","Nov","obs_na",0,0,0,0,0,0,0,30,60,0,0,214,420,420,390,420,120
"Hourglass","Dec","mean",-8.81,-12.65,-5.13,0.18,879.54,77.24,-12.24,1.95,23.64,-Inf,22.56,0.11,NA,NA,-1.41,NA,23.18
"Hourglass","Dec","max",7.08,4.35,11.22,11.8,907.36,92.27,2.34,7.65,87.74,25.13,62.06,0.23,-Inf,-Inf,-0.47,-Inf,59.7
"Hourglass","Dec","min",-35.91,-38.91,-30,0,853.2,38.15,-39.01,0,270.02,-Inf,4.05,0.05,Inf,Inf,-2.32,Inf,3.31
"Hourglass","Dec","obs_na",0,0,0,0,0,0,0,31,62,0,0,240,434,434,403,434,126
"Hudson Bay Mountain","Jan","mean",-7.28,-9.46,-5.13,0.29,821.21,91.81,-8.59,4.87,13.49,-Inf,29.35,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jan","max",4.85,0.93,8.42,25.61,839.12,100,0.31,15.88,88.1,48.14,83.89,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jan","min",-30.35,-32.07,-29.32,0,796.79,34.96,-32.33,0,271.02,-Inf,7.38,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jan","obs_na",0,0,0,0,0,0,0,14,0,0,0,222,222,222,222,222,222
"Hudson Bay Mountain","Feb","mean",-10.37,-12.88,-7.76,0.1,821.49,85.04,-12.71,5.9,17.81,-Inf,70.33,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Feb","max",0.35,-1.36,2.18,14.8,838.45,100,-0.2,17.39,89.92,43.07,134.47,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Feb","min",-30.24,-31.92,-28.73,0,801.44,33.6,-32.32,0.89,270.48,-Inf,12.9,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Feb","obs_na",0,0,0,0,0,0,0,28,0,0,0,197,197,197,197,197,197
"Hudson Bay Mountain","Mar","mean",-6.27,-8.54,-3.87,0.05,821.8,83.23,-9,4.85,15.53,-Inf,131.59,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Mar","max",6.15,3.41,10.79,2.8,837.27,100,-0.4,12.04,89.25,25.73,250.93,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Mar","min",-23.06,-24.99,-20.74,0,805.06,37.42,-26.23,1.46,270.96,-Inf,52.07,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Mar","obs_na",0,0,0,0,0,0,0,31,0,0,0,217,217,217,217,217,217
"Hudson Bay Mountain","Apr","mean",-3.38,-5.91,-0.81,0.19,824.31,78.27,-7.13,5.35,11.97,-Inf,189.58,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Apr","max",9.57,7.54,12,3.8,841.55,100,1.17,10.56,89.5,49.31,304.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Apr","min",-16.03,-19.19,-12.94,0,800.92,37.69,-20.18,1.92,270.08,-Inf,82.33,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Apr","obs_na",0,0,0,0,0,0,0,30,0,0,0,210,210,210,210,210,210
"Hudson Bay Mountain","May","mean",2.7,0.05,5.57,0.63,827.58,77.08,-1.41,4.99,20.75,-Inf,233.31,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","May","max",17.03,14.86,20.46,11.4,841.08,100,5.78,13.65,89.27,23.19,372.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","May","min",-4.04,-6.48,-2.68,0,813.46,35.13,-8.52,1.8,271.42,-Inf,89.63,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","May","obs_na",0,0,0,13,0,0,0,31,0,0,0,217,217,217,217,217,217
"Hudson Bay Mountain","Jun","mean",6.43,3.46,9.8,1.19,829.32,76.78,2.14,4.87,17.47,-Inf,238.75,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jun","max",23.66,20.53,27.58,14.8,840.26,99.92,11.98,16.17,89.21,40.34,398.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jun","min",-0.76,-2.57,0.55,0,810.8,31.45,-3.34,1.79,270.83,-Inf,59.68,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jun","obs_na",0,0,0,30,0,0,0,30,0,0,0,210,210,210,210,210,210
"Hudson Bay Mountain","Jul","mean",9.96,7.03,13.38,1.54,832.6,76.31,5.46,4.5,17.74,-Inf,228.91,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Jul","max",20.16,17.23,24.24,21.4,841.22,99.97,11.19,10.77,89.92,30.6,380.88,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Jul","min",1.98,0.02,3.43,0,817.07,31.63,0.07,1.27,270.02,-Inf,57.92,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Jul","obs_na",0,0,0,31,0,0,0,31,0,0,0,217,217,217,217,217,217
"Hudson Bay Mountain","Aug","mean",9.83,6.88,13.07,1.37,831.63,74.7,4.9,4.69,16.13,-Inf,194.43,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Aug","max",19.84,16.34,23.83,21.6,840.98,100,11.47,10.78,89.68,28.07,332.38,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Aug","min",1.34,-0.17,3.04,0,818.65,30.38,-3.79,1.35,271.02,-Inf,25.3,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Aug","obs_na",0,0,0,31,0,0,0,31,0,0,0,237,237,237,237,237,237
